plec;m.zamieszkania;p1;p2;p3;p4;p5;p6;p7;p8;p9;p10;p11;p12;p13;p14;p15;p16;p17;p18;p19;p20;p21;p22;p23;p24;p25;p26;p27;p28;p29;p30;p31;p32;p33;p34;p35;p36;uwagi;kierunek;rok;miejsce;uwagi.x
Kobieta;Gdańsk;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;1;GDA;
Kobieta;Gdańsk;Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;;Dobrze;Dobrze;;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Nie;Nie;;PO;1;GDA;
Kobieta;Pruszcz Gdański;Dobrze;Dobrze;Dobrze;Źle;Źle;Dobrze;Dobrze;Bardzo Źle;Bardzo Źle;Bardzo Źle;Bardzo Źle;Bardzo Źle;Bardzo Źle;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;1;GDA;
Mężczyzna;Gdańsk;Dobrze;Bardzo Dobrze;Bardzo Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Źle;Nie mam zdania/Nie wiem ;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Jeden z najlepszych systemów dla studenta jaki widziałem  bardzo przyjemny.;Bardzo Dobrze;Dobrze;-;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Tak;Chciałbym odnieść się do powstania jakiegoś koła naukowego w Gdańsku. Z chęcią zaangażowałbym się w jakieś koło naukowe odnośnie roli pielęgniarek w BLS/ALS/PHTLS w różnych warunkach (ląd  morze  platformy  świadczenia zagraniczne). ;PO;1;GDA;
Mężczyzna;Rumia ;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dzieła dobrze ;Dobrze;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Tak;Tak;;PO;1;GDA;
Kobieta;Gdańsk ;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Źle;Nie mam zdania/Nie wiem ;Bardzo Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;1;GDA;
Kobieta;Puck;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Brak;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Brak;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;Brak;PO;1;GDA;
Kobieta;Bydgoszcz ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Źle;Nie mam zdania/Nie wiem ;Źle;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Źle;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;Anketa Marnowanie czasu na wypełnienia ankiet ;PO;1;GDA;
Kobieta;Gdańsk ;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Bardzo Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;;Dobrze;Dobrze;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;1;GDA;
Kobieta;Gdańsk;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Źle;Źle;Źle;Źle;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Nie wiem;Nie mam zdania/Nie wiem ;Źle;Czytelności ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;1;GDA;
Kobieta;Gdańsk ;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Dobrze;Bardzo Źle;Źle;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;;Dobrze;Dobrze;;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;1;GDA;
Mężczyzna;Gdansk;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Źle;Nie mam zdania/Nie wiem ;Bardzo Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Bardzo Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Bardzo Dobrze;Dobrze;Dobrze;;Dobrze;Dobrze;;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Bardzo Dobrze;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;1;GDA;
Kobieta;Skarszewy ;Dobrze;Dobrze;Źle;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Dobrze;Bardzo Dobrze;Dobrze;Dobrze;Dobrze;;Dobrze;Dobrze;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;1;GDA;
Kobieta;Gdańsk;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Źle;Źle;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;1;GDA;
Kobieta;Gdańsk;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Źle;Źle;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Źle;Źle;Bardzo Dobrze;Źle;Nie mam zdania/Nie wiem ;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;jest ok;Dobrze;Dobrze;jest ok;Dobrze;Dobrze;Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;jest ok;PO;1;GDA;
Kobieta;Gdańsk;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Źle;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;1;GDA;
Kobieta;Gdynia;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Bardzo Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Źle;Źle;Źle;Źle;Źle;Bardzo Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;;Dobrze;Dobrze;;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;1;GDA;
Kobieta;Gdynia;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Źle;Źle;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Bardzo Dobrze;Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;;Nie mam zdania/Nie wiem ;Dobrze;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;1;GDA;
Kobieta;Gdansk;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Źle;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Dobrze;Bardzo Dobrze;Dobrze;Dobrze;Dobrze;;Źle;Źle;;Dobrze;Dobrze;Dobrze;Dobrze;Bardzo Dobrze;Bardzo Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;1;GDA;
Kobieta;Gdańsk ;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Bardzo Dobrze;Bardzo Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Bardzo Dobrze;Bardzo Dobrze;Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;skoro ankieta jest do sierpnia to czemu nie mogę jej odłożyc ;Dobrze;Dobrze;;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;1;GDA;
Kobieta;Gdańsk;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Źle;Nie wyzerowano odsetek  mimo wyregulowania płatności nadal się naliczały.;Dobrze;Nie mam zdania/Nie wiem ;.;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Nie;Nie;.;PO;1;GDA;
Kobieta;Gdańsk ;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Źle;Źle;Źle;Źle;Źle;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;Jeśli chodzi o zajęcia praktyczne/ćwiczenia to szkoła nie jest dostosowana do tego typu kształcenia. Brak laboratorium oraz sprzętu pomocniczego w celu wykonywania ćwiczeń. Grupy ćwiczeniowe są dosyć liczne a sale zdecydowanie za małe. ;PO;1;GDA;
Kobieta;Kolbudy ;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Dobrze;Bardzo Dobrze;Bardzo Dobrze;Źle;Źle;Bardzo Dobrze;Bardzo Dobrze;Nie mam zdania/Nie wiem ;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;;Bardzo Dobrze;Bardzo Dobrze;;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Nie;Nie;;PO;1;GDA;
Kobieta;Gdańsk;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;1;GDA;
Mężczyzna;Żukowo;Dobrze;Bardzo Dobrze;Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Nie mam zdania/Nie wiem ;Źle;Źle;Nie mam zdania/Nie wiem ;Bardzo Dobrze;Bardzo Dobrze;Dobrze;Bardzo Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Bardzo Dobrze;Dobrze;;Dobrze;Dobrze;;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;Można by poprawić jakość sal w szkole  lepsze warunki  więcej pomocy dydaktycznych w postaci ćw z fantomami  sal przystosowanych do przedmiotów  pracę dziekanatu w weekendy kiedy jesteśmy w szkole stacjonarnie.;PO;1;GDA;
Kobieta;Gdańsk;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Źle;Dobrze;Nie mam zdania/Nie wiem ;Źle;Źle;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;nie mam zdania;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;1;GDA;
Kobieta;Gdynia;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;;Dobrze;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;1;GDA;
Kobieta;Gdańsk;Dobrze;Bardzo Dobrze;Bardzo Dobrze;Dobrze;Dobrze;Bardzo Dobrze;Nie mam zdania/Nie wiem ;Bardzo Dobrze;Dobrze;Dobrze;Dobrze;Źle;Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Odkąd zmieniły się panie w dziekanacie jest o wiele lepiej;Dobrze;Bardzo Dobrze;;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie;Tak;;PO;1;GDA;
Kobieta;Gdańsk  gmina?;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Bardzo Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Źle;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Bardzo Dobrze;Bardzo Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;;Dobrze;Dobrze;;Bardzo Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;Dlaczego została do podania gmina? Trochę niezrozumiałe.;PO;1;GDA;
Kobieta;Gdansk;Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;;Dobrze;Dobrze;;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Tak;Nie;;PO;1;GDA;
Kobieta;Gdansk;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Źle;Źle;Źle;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Źle;Źle;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Źle;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Dobrze;Dobrze;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Źle;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie mam zdania/Nie wiem ;Nie;Nie;;PO;1;GDA;
Kobieta;Gdańsk;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;;Dobrze;Dobrze;;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Nie;Nie;;PO;1;GDA;
